homeTeam,awayTeam,league,result,odds,date
Lecce,Napoli,Serie A,1:4,"['7.20', '4.80', '1.41']",2019-09-22
Sampdoria,Torino,Serie A,1:0,"['2.91', '3.27', '2.46']",2019-09-22
Sassuolo,Spal,Serie A,3:0,"['1.96', '3.46', '3.90']",2019-09-22
Atalanta,Fiorentina,Serie A,2:2,"['2.17', '3.45', '3.29']",2019-09-22
AC Milan,Inter,Serie A,0:2,"['3.66', '3.23', '2.12']",2019-09-21
Juventus,Verona,Serie A,2:1,"['1.21', '6.38', '14.16']",2019-09-21
Udinese,Brescia,Serie A,0:1,"['1.86', '3.53', '4.28']",2019-09-21
Cagliari,Genoa,Serie A,3:1,"['2.97', '3.26', '2.43']",2019-09-20
Torino,Lecce,Serie A,1:2,"['1.43', '4.54', '7.37']",2019-09-16
Parma,Cagliari,Serie A,1:3,"['2.13', '3.24', '3.61']",2019-09-15
Spal,Lazio,Serie A,2:1,"['5.82', '4.07', '1.57']",2019-09-15
Verona,AC Milan,Serie A,0:1,"['4.78', '3.43', '1.80']",2019-09-15
Genoa,Atalanta,Serie A,1:2,"['3.42', '3.60', '2.07']",2019-09-15
AS Roma,Sassuolo,Serie A,4:2,"['1.55', '4.40', '5.51']",2019-09-15
Brescia,Bologna,Serie A,3:4,"['3.58', '3.46', '2.05']",2019-09-15
Fiorentina,Juventus,Serie A,0:0,"['4.53', '3.56', '1.81']",2019-09-14
Inter,Udinese,Serie A,1:0,"['1.34', '5.14', '9.02']",2019-09-14
Napoli,Sampdoria,Serie A,2:0,"['1.28', '5.87', '9.51']",2019-09-14
Lazio,AS Roma,Serie A,1:1,"['2.05', '3.61', '3.46']",2019-09-01
Udinese,Parma,Serie A,1:3,"['1.92', '3.46', '4.08']",2019-09-01
Sassuolo,Sampdoria,Serie A,4:1,"['2.24', '3.44', '3.15']",2019-09-01
Lecce,Verona,Serie A,0:1,"['2.01', '3.43', '3.81']",2019-09-01
Genoa,Fiorentina,Serie A,2:1,"['2.78', '3.40', '2.49']",2019-09-01
Cagliari,Inter,Serie A,1:2,"['5.65', '4.07', '1.58']",2019-09-01
Atalanta,Torino,Serie A,2:3,"['1.59', '4.08', '5.60']",2019-09-01
AC Milan,Brescia,Serie A,1:0,"['1.55', '3.88', '6.57']",2019-08-31
Juventus,Napoli,Serie A,4:3,"['2.02', '3.32', '3.95']",2019-08-31
Bologna,Spal,Serie A,1:0,"['1.81', '3.49', '4.70']",2019-08-30
Inter,Lecce,Serie A,4:0,"['1.24', '5.96', '12.50']",2019-08-26
Verona,Bologna,Serie A,1:1,"['3.87', '3.32', '2.03']",2019-08-25
Spal,Atalanta,Serie A,2:3,"['5.02', '3.70', '1.71']",2019-08-25
Udinese,AC Milan,Serie A,1:0,"['3.90', '3.33', '2.01']",2019-08-25
Torino,Sassuolo,Serie A,2:1,"['1.88', '3.46', '4.27']",2019-08-25
Sampdoria,Lazio,Serie A,0:3,"['3.59', '3.39', '2.08']",2019-08-25
AS Roma,Genoa,Serie A,3:3,"['1.69', '3.76', '5.14']",2019-08-25
Cagliari,Brescia,Serie A,0:1,"['1.81', '3.54', '4.63']",2019-08-25
Fiorentina,Napoli,Serie A,3:4,"['4.35', '3.58', '1.84']",2019-08-24
Parma,Juventus,Serie A,0:1,"['9.44', '5.06', '1.33']",2019-08-24
Sampdoria,Juventus,Serie A,2:0,"['3.00', '3.49', '2.31']",2019-05-26
Torino,Lazio,Serie A,3:1,"['2.30', '3.46', '3.02']",2019-05-26
Spal,AC Milan,Serie A,2:3,"['5.24', '4.20', '1.60']",2019-05-26
AS Roma,Parma,Serie A,2:1,"['1.16', '8.10', '14.87']",2019-05-26
Inter,Empoli,Serie A,2:1,"['1.27', '6.10', '10.05']",2019-05-26
Atalanta,Sassuolo,Serie A,3:1,"['1.25', '6.26', '10.73']",2019-05-26
Cagliari,Udinese,Serie A,1:2,"['1.85', '3.72', '4.10']",2019-05-26
Fiorentina,Genoa,Serie A,0:0,"['2.33', '2.61', '3.95']",2019-05-26
Bologna,Napoli,Serie A,3:2,"['3.06', '3.65', '2.21']",2019-05-25
Frosinone,Chievo,Serie A,0:0,"['2.04', '3.60', '3.51']",2019-05-25
Lazio,Bologna,Serie A,3:3,"['2.44', '2.86', '3.42']",2019-05-20
Parma,Fiorentina,Serie A,1:0,"['3.72', '3.08', '2.18']",2019-05-19
Napoli,Inter,Serie A,4:1,"['2.42', '3.31', '2.96']",2019-05-19
Juventus,Atalanta,Serie A,1:1,"['2.26', '3.17', '3.40']",2019-05-19
Empoli,Torino,Serie A,4:1,"['3.06', '3.60', '2.23']",2019-05-19
Chievo,Sampdoria,Serie A,0:0,"['3.78', '3.91', '1.88']",2019-05-19
AC Milan,Frosinone,Serie A,2:0,"['1.16', '7.77', '15.93']",2019-05-19
Udinese,Spal,Serie A,3:2,"['1.57', '4.02', '6.01']",2019-05-18
Sassuolo,AS Roma,Serie A,0:0,"['4.93', '4.32', '1.62']",2019-05-18
Genoa,Cagliari,Serie A,1:1,"['1.54', '4.10', '6.29']",2019-05-18
Bologna,Parma,Serie A,4:1,"['1.70', '3.34', '5.99']",2019-05-13
Inter,Chievo,Serie A,2:0,"['1.13', '8.55', '20.54']",2019-05-13
AS Roma,Juventus,Serie A,2:0,"['2.65', '3.41', '2.61']",2019-05-12
Sampdoria,Empoli,Serie A,1:2,"['2.18', '3.79', '3.05']",2019-05-12
Spal,Napoli,Serie A,1:2,"['5.08', '3.94', '1.66']",2019-05-12
Torino,Sassuolo,Serie A,3:2,"['1.56', '4.10', '5.94']",2019-05-12
Frosinone,Udinese,Serie A,1:3,"['3.73', '3.29', '2.08']",2019-05-12
Atalanta,Genoa,Serie A,2:1,"['1.58', '3.82', '6.37']",2019-05-11
Cagliari,Lazio,Serie A,1:2,"['4.34', '3.75', '1.80']",2019-05-11
Fiorentina,AC Milan,Serie A,0:1,"['2.90', '3.38', '2.42']",2019-05-11
AC Milan,Bologna,Serie A,2:1,"['1.81', '3.40', '4.83']",2019-05-06
Napoli,Cagliari,Serie A,2:1,"['1.22', '6.83', '11.74']",2019-05-05
Parma,Sampdoria,Serie A,3:3,"['3.00', '3.22', '2.44']",2019-05-05
Sassuolo,Frosinone,Serie A,2:2,"['1.63', '3.98', '5.32']",2019-05-05
Lazio,Atalanta,Serie A,1:3,"['2.41', '3.48', '2.86']",2019-05-05
Genoa,AS Roma,Serie A,1:1,"['3.28', '3.29', '2.26']",2019-05-05
Empoli,Fiorentina,Serie A,1:0,"['2.45', '3.60', '2.72']",2019-05-05
Udinese,Inter,Serie A,0:0,"['5.18', '3.82', '1.67']",2019-05-04
Chievo,Spal,Serie A,0:4,"['3.66', '3.09', '2.19']",2019-05-04
Juventus,Torino,Serie A,1:1,"['1.60', '3.81', '6.01']",2019-05-03
Atalanta,Udinese,Serie A,2:0,"['1.38', '4.80', '8.35']",2019-04-29
Fiorentina,Sassuolo,Serie A,0:1,"['1.61', '4.03', '5.45']",2019-04-29
Chievo,Parma,Serie A,1:1,"['2.89', '3.12', '2.59']",2019-04-28
Frosinone,Napoli,Serie A,0:2,"['10.04', '5.27', '1.31']",2019-04-28
Sampdoria,Lazio,Serie A,1:2,"['3.10', '3.45', '2.27']",2019-04-28
Spal,Genoa,Serie A,1:1,"['3.04', '2.85', '2.67']",2019-04-28
Torino,AC Milan,Serie A,2:0,"['2.73', '3.00', '2.83']",2019-04-28
Inter,Juventus,Serie A,1:1,"['2.68', '3.19', '2.72']",2019-04-27
AS Roma,Cagliari,Serie A,3:0,"['1.35', '5.03', '8.57']",2019-04-27
Bologna,Empoli,Serie A,3:1,"['1.72', '3.81', '4.76']",2019-04-27
Napoli,Atalanta,Serie A,1:2,"['2.14', '3.55', '3.28']",2019-04-22
Juventus,Fiorentina,Serie A,2:1,"['1.45', '4.23', '7.83']",2019-04-20
Udinese,Sassuolo,Serie A,1:1,"['2.29', '3.20', '3.29']",2019-04-20
Parma,AC Milan,Serie A,1:1,"['5.51', '3.76', '1.65']",2019-04-20
Lazio,Chievo,Serie A,1:2,"['1.16', '7.55', '18.03']",2019-04-20
Bologna,Sampdoria,Serie A,3:0,"['2.19', '3.29', '3.40']",2019-04-20
Inter,AS Roma,Serie A,1:1,"['1.83', '3.71', '4.21']",2019-04-20
Genoa,Torino,Serie A,0:1,"['2.93', '2.99', '2.64']",2019-04-20
Empoli,Spal,Serie A,2:4,"['2.21', '3.22', '3.44']",2019-04-20
Cagliari,Frosinone,Serie A,1:0,"['1.92', '3.37', '4.24']",2019-04-20
Lazio,Udinese,Serie A,2:0,"['1.32', '5.21', '9.59']",2019-04-17
Atalanta,Empoli,Serie A,0:0,"['1.34', '5.18', '8.93']",2019-04-15
Sassuolo,Parma,Serie A,0:0,"['1.69', '3.64', '5.40']",2019-04-14
Torino,Cagliari,Serie A,1:1,"['1.73', '3.50', '5.27']",2019-04-14
Chievo,Napoli,Serie A,1:3,"['9.68', '5.27', '1.32']",2019-04-14
Sampdoria,Genoa,Serie A,2:0,"['2.33', '3.14', '3.27']",2019-04-14
Fiorentina,Bologna,Serie A,0:0,"['2.02', '3.39', '3.79']",2019-04-14
Frosinone,Inter,Serie A,1:3,"['7.26', '4.25', '1.47']",2019-04-14
AC Milan,Lazio,Serie A,1:0,"['2.65', '3.27', '2.69']",2019-04-13
AS Roma,Udinese,Serie A,1:0,"['1.60', '4.02', '5.58']",2019-04-13
Spal,Juventus,Serie A,2:1,"['3.54', '2.91', '2.35']",2019-04-13
Bologna,Chievo,Serie A,3:0,"['1.44', '4.28', '8.02']",2019-04-08
Lazio,Sassuolo,Serie A,2:2,"['1.38', '4.84', '8.23']",2019-04-07
Udinese,Empoli,Serie A,3:2,"['2.41', '3.18', '3.09']",2019-04-07
Napoli,Genoa,Serie A,1:1,"['1.28', '5.51', '11.18']",2019-04-07
Inter,Atalanta,Serie A,0:0,"['2.11', '3.47', '3.45']",2019-04-07
Fiorentina,Frosinone,Serie A,0:1,"['1.41', '4.50', '8.01']",2019-04-07
Cagliari,Spal,Serie A,2:1,"['2.11', '3.04', '3.99']",2019-04-07
Juventus,AC Milan,Serie A,2:1,"['1.88', '3.21', '4.76']",2019-04-06
Parma,Torino,Serie A,0:0,"['4.80', '3.54', '1.78']",2019-04-06
Sampdoria,AS Roma,Serie A,0:1,"['2.59', '3.46', '2.65']",2019-04-06
Atalanta,Bologna,Serie A,4:1,"['1.39', '4.76', '7.99']",2019-04-04
Sassuolo,Chievo,Serie A,4:0,"['1.67', '3.72', '5.39']",2019-04-04
Torino,Sampdoria,Serie A,2:1,"['2.17', '3.22', '3.55']",2019-04-03
Spal,Lazio,Serie A,1:0,"['5.77', '3.82', '1.62']",2019-04-03
Genoa,Inter,Serie A,0:4,"['4.18', '3.43', '1.92']",2019-04-03
Frosinone,Parma,Serie A,3:2,"['2.04', '3.19', '4.02']",2019-04-03
AS Roma,Fiorentina,Serie A,2:2,"['2.03', '3.50', '3.63']",2019-04-03
Empoli,Napoli,Serie A,2:1,"['5.86', '4.26', '1.54']",2019-04-03
Cagliari,Juventus,Serie A,0:2,"['5.71', '3.40', '1.72']",2019-04-02
AC Milan,Udinese,Serie A,1:1,"['1.54', '3.94', '6.64']",2019-04-02
Bologna,Sassuolo,Serie A,2:1,"['2.14', '3.26', '3.58']",2019-03-31
Fiorentina,Torino,Serie A,1:1,"['2.20', '3.24', '3.46']",2019-03-31
Frosinone,Spal,Serie A,0:1,"['2.96', '3.05', '2.58']",2019-03-31
Inter,Lazio,Serie A,0:1,"['2.49', '3.19', '2.96']",2019-03-31
Parma,Atalanta,Serie A,1:3,"['5.80', '4.23', '1.55']",2019-03-31
AS Roma,Napoli,Serie A,1:4,"['3.30', '3.44', '2.17']",2019-03-31
Juventus,Empoli,Serie A,1:0,"['1.28', '5.41', '11.45']",2019-03-30
Sampdoria,AC Milan,Serie A,1:0,"['3.07', '3.16', '2.43']",2019-03-30
Udinese,Genoa,Serie A,2:0,"['2.63', '3.01', '2.92']",2019-03-30
Chievo,Cagliari,Serie A,0:3,"['2.55', '3.03', '2.99']",2019-03-29
Atalanta,Chievo,Serie A,1:1,"['1.21', '6.42', '13.56']",2019-03-17
Empoli,Frosinone,Serie A,2:1,"['1.78', '3.56', '4.76']",2019-03-17
Genoa,Juventus,Serie A,2:0,"['5.62', '3.44', '1.71']",2019-03-17
Lazio,Parma,Serie A,4:1,"['1.27', '5.73', '10.88']",2019-03-17
Napoli,Udinese,Serie A,4:2,"['1.21', '6.53', '14.19']",2019-03-17
AC Milan,Inter,Serie A,2:3,"['2.54', '2.99', '3.08']",2019-03-17
Sassuolo,Sampdoria,Serie A,3:5,"['2.34', '3.25', '3.14']",2019-03-16
Spal,AS Roma,Serie A,2:1,"['3.76', '3.32', '2.06']",2019-03-16
Torino,Bologna,Serie A,2:3,"['2.05', '3.11', '4.11']",2019-03-16
Cagliari,Fiorentina,Serie A,2:1,"['3.12', '3.29', '2.33']",2019-03-15
AS Roma,Empoli,Serie A,2:1,"['1.53', '4.35', '5.94']",2019-03-11
Sampdoria,Atalanta,Serie A,1:2,"['3.72', '3.49', '2.01']",2019-03-10
Fiorentina,Lazio,Serie A,1:1,"['2.96', '3.38', '2.38']",2019-03-10
Sassuolo,Napoli,Serie A,1:1,"['6.26', '3.98', '1.56']",2019-03-10
Bologna,Cagliari,Serie A,2:0,"['1.97', '3.20', '4.25']",2019-03-10
Inter,Spal,Serie A,2:0,"['1.40', '4.36', '9.26']",2019-03-10
Frosinone,Torino,Serie A,1:2,"['4.07', '3.05', '2.09']",2019-03-10
Parma,Genoa,Serie A,1:0,"['2.88', '2.98', '2.69']",2019-03-09
Chievo,AC Milan,Serie A,1:2,"['5.61', '3.51', '1.69']",2019-03-09
Juventus,Udinese,Serie A,4:1,"['1.42', '4.33', '8.41']",2019-03-08
Spal,Sampdoria,Serie A,1:2,"['2.83', '3.12', '2.63']",2019-03-03
Udinese,Bologna,Serie A,2:1,"['2.75', '2.88', '2.91']",2019-03-03
Torino,Chievo,Serie A,3:0,"['1.57', '3.77', '6.69']",2019-03-03
Genoa,Frosinone,Serie A,0:0,"['1.74', '3.42', '5.40']",2019-03-03
Atalanta,Fiorentina,Serie A,3:1,"['1.80', '3.74', '4.32']",2019-03-03
Napoli,Juventus,Serie A,1:2,"['2.53', '3.07', '3.00']",2019-03-03
AC Milan,Sassuolo,Serie A,1:0,"['1.57', '3.89', '6.21']",2019-03-02
Empoli,Parma,Serie A,3:3,"['2.01', '3.41', '3.82']",2019-03-02
Lazio,AS Roma,Serie A,3:0,"['2.31', '3.40', '3.06']",2019-03-02
Cagliari,Inter,Serie A,2:1,"['5.27', '3.57', '1.72']",2019-03-01
Sampdoria,Cagliari,Serie A,1:0,"['1.73', '3.47', '5.34']",2019-02-24
Sassuolo,Spal,Serie A,1:1,"['2.04', '3.27', '3.87']",2019-02-24
Fiorentina,Inter,Serie A,3:3,"['3.01', '3.27', '2.40']",2019-02-24
Parma,Napoli,Serie A,0:4,"['9.48', '5.05', '1.33']",2019-02-24
Chievo,Genoa,Serie A,0:0,"['3.23', '3.02', '2.42']",2019-02-24
Bologna,Juventus,Serie A,0:1,"['6.81', '3.77', '1.56']",2019-02-24
Torino,Atalanta,Serie A,2:0,"['2.93', '3.22', '2.48']",2019-02-23
Frosinone,AS Roma,Serie A,2:3,"['7.62', '4.64', '1.41']",2019-02-23
AC Milan,Empoli,Serie A,3:0,"['1.45', '4.36', '7.50']",2019-02-22
AS Roma,Bologna,Serie A,2:1,"['1.41', '4.63', '7.63']",2019-02-18
Empoli,Sassuolo,Serie A,3:0,"['2.59', '3.31', '2.73']",2019-02-17
Genoa,Lazio,Serie A,2:1,"['3.26', '3.24', '2.27']",2019-02-17
Inter,Sampdoria,Serie A,2:1,"['1.53', '4.02', '6.65']",2019-02-17
Napoli,Torino,Serie A,0:0,"['1.39', '4.55', '8.59']",2019-02-17
Spal,Fiorentina,Serie A,1:4,"['3.69', '3.15', '2.16']",2019-02-17
Udinese,Chievo,Serie A,1:0,"['1.96', '3.17', '4.38']",2019-02-17
Atalanta,AC Milan,Serie A,1:3,"['2.06', '3.33', '3.73']",2019-02-16
Cagliari,Parma,Serie A,2:1,"['2.02', '3.31', '3.88']",2019-02-16
Juventus,Frosinone,Serie A,3:0,"['1.11', '9.26', '22.90']",2019-02-15
Torino,Udinese,Serie A,1:0,"['1.75', '3.42', '5.38']",2019-02-10
Sassuolo,Juventus,Serie A,0:3,"['6.95', '4.09', '1.50']",2019-02-10
Bologna,Genoa,Serie A,1:1,"['2.36', '3.09', '3.27']",2019-02-10
Atalanta,Spal,Serie A,2:1,"['1.32', '5.31', '9.21']",2019-02-10
Sampdoria,Frosinone,Serie A,0:1,"['1.51', '4.07', '6.98']",2019-02-10
AC Milan,Cagliari,Serie A,3:0,"['1.46', '4.20', '7.70']",2019-02-10
Fiorentina,Napoli,Serie A,0:0,"['3.93', '3.46', '1.96']",2019-02-09
Parma,Inter,Serie A,0:1,"['5.58', '3.87', '1.62']",2019-02-09
Chievo,AS Roma,Serie A,0:3,"['5.79', '4.33', '1.54']",2019-02-08
Lazio,Empoli,Serie A,1:0,"['1.38', '4.87', '7.91']",2019-02-07
Cagliari,Atalanta,Serie A,0:1,"['5.31', '4.25', '1.59']",2019-02-04
Frosinone,Lazio,Serie A,0:1,"['8.61', '4.98', '1.36']",2019-02-04
Genoa,Sassuolo,Serie A,1:1,"['2.38', '3.27', '3.06']",2019-02-03
Inter,Bologna,Serie A,0:1,"['1.40', '4.50', '8.58']",2019-02-03
Spal,Torino,Serie A,0:0,"['3.30', '2.96', '2.42']",2019-02-03
Udinese,Fiorentina,Serie A,1:1,"['3.81', '3.23', '2.08']",2019-02-03
AS Roma,AC Milan,Serie A,1:1,"['2.20', '3.41', '3.29']",2019-02-03
Empoli,Chievo,Serie A,2:2,"['1.89', '3.51', '4.20']",2019-02-02
Juventus,Parma,Serie A,3:3,"['1.18', '7.17', '16.19']",2019-02-02
Napoli,Sampdoria,Serie A,3:0,"['1.30', '5.30', '10.40']",2019-02-02
Empoli,Genoa,Serie A,1:3,"['2.37', '3.30', '3.04']",2019-01-28
Bologna,Frosinone,Serie A,0:4,"['1.66', '3.57', '5.90']",2019-01-27
Torino,Inter,Serie A,1:0,"['3.42', '3.18', '2.26']",2019-01-27
Atalanta,AS Roma,Serie A,3:3,"['2.00', '3.85', '3.42']",2019-01-27
Chievo,Fiorentina,Serie A,3:4,"['4.84', '3.38', '1.82']",2019-01-27
Parma,Spal,Serie A,2:3,"['2.33', '3.00', '3.44']",2019-01-27
Lazio,Juventus,Serie A,1:2,"['3.97', '3.27', '2.01']",2019-01-27
AC Milan,Napoli,Serie A,0:0,"['3.44', '3.19', '2.23']",2019-01-26
Sampdoria,Udinese,Serie A,4:0,"['1.90', '3.29', '4.51']",2019-01-26
Sassuolo,Cagliari,Serie A,3:0,"['2.00', '3.37', '3.88']",2019-01-26
Juventus,Chievo,Serie A,3:0,"['1.10', '9.49', '27.37']",2019-01-21
Genoa,AC Milan,Serie A,0:2,"['3.16', '3.07', '2.43']",2019-01-21
Cagliari,Empoli,Serie A,2:2,"['1.99', '3.50', '3.80']",2019-01-20
Fiorentina,Sampdoria,Serie A,3:3,"['1.80', '3.60', '4.62']",2019-01-20
Frosinone,Atalanta,Serie A,0:5,"['7.17', '4.63', '1.43']",2019-01-20
Napoli,Lazio,Serie A,2:1,"['2.08', '3.36', '3.65']",2019-01-20
Spal,Bologna,Serie A,1:1,"['2.47', '2.96', '3.23']",2019-01-20
Udinese,Parma,Serie A,1:2,"['2.15', '3.04', '3.89']",2019-01-19
Inter,Sassuolo,Serie A,0:0,"['1.38', '4.89', '7.82']",2019-01-19
AS Roma,Torino,Serie A,3:2,"['1.62', '3.99', '5.48']",2019-01-19
AC Milan,Spal,Serie A,2:1,"['1.45', '4.15', '8.01']",2018-12-29
Chievo,Frosinone,Serie A,1:0,"['1.97', '3.13', '4.43']",2018-12-29
Empoli,Inter,Serie A,0:1,"['6.65', '4.56', '1.46']",2018-12-29
Genoa,Fiorentina,Serie A,0:0,"['2.63', '3.12', '2.83']",2018-12-29
Juventus,Sampdoria,Serie A,2:1,"['1.20', '6.70', '15.19']",2018-12-29
Lazio,Torino,Serie A,1:1,"['1.61', '3.89', '5.74']",2018-12-29
Napoli,Bologna,Serie A,3:2,"['1.25', '5.93', '12.01']",2018-12-29
Parma,AS Roma,Serie A,0:2,"['5.34', '4.09', '1.61']",2018-12-29
Sassuolo,Atalanta,Serie A,2:6,"['3.12', '3.41', '2.28']",2018-12-29
Udinese,Cagliari,Serie A,2:0,"['2.52', '2.97', '3.12']",2018-12-29
Torino,Empoli,Serie A,3:0,"['1.74', '3.66', '4.89']",2018-12-26
Spal,Udinese,Serie A,0:0,"['2.31', '3.04', '3.44']",2018-12-26
Frosinone,AC Milan,Serie A,0:0,"['6.33', '3.74', '1.60']",2018-12-26
Inter,Napoli,Serie A,1:0,"['2.82', '3.35', '2.50']",2018-12-26
Sampdoria,Chievo,Serie A,2:0,"['1.61', '3.77', '6.01']",2018-12-26
Fiorentina,Parma,Serie A,0:1,"['1.46', '4.26', '7.21']",2018-12-26
Atalanta,Juventus,Serie A,2:2,"['4.68', '3.36', '1.85']",2018-12-26
AS Roma,Sassuolo,Serie A,3:1,"['1.52', '4.26', '6.24']",2018-12-26
Cagliari,Genoa,Serie A,1:0,"['2.30', '3.29', '3.20']",2018-12-26
Bologna,Lazio,Serie A,0:2,"['5.09', '3.58', '1.74']",2018-12-26
AC Milan,Fiorentina,Serie A,0:1,"['2.19', '3.21', '3.52']",2018-12-22
Napoli,Spal,Serie A,1:0,"['1.18', '6.93', '15.20']",2018-12-22
Udinese,Frosinone,Serie A,1:1,"['1.69', '3.68', '5.28']",2018-12-22
Sassuolo,Torino,Serie A,1:1,"['2.56', '3.01', '3.01']",2018-12-22
Parma,Bologna,Serie A,0:0,"['2.50', '3.06', '3.06']",2018-12-22
Chievo,Inter,Serie A,1:1,"['8.34', '4.69', '1.39']",2018-12-22
Lazio,Cagliari,Serie A,3:1,"['1.32', '5.28', '9.45']",2018-12-22
Juventus,AS Roma,Serie A,1:0,"['1.36', '4.87', '9.01']",2018-12-22
Genoa,Atalanta,Serie A,3:1,"['4.24', '3.66', '1.84']",2018-12-22
Empoli,Sampdoria,Serie A,2:4,"['2.42', '3.39', '2.91']",2018-12-22
Bologna,AC Milan,Serie A,0:0,"['4.25', '3.31', '1.94']",2018-12-18
Atalanta,Lazio,Serie A,1:0,"['2.06', '3.46', '3.62']",2018-12-17
AS Roma,Genoa,Serie A,3:2,"['1.49', '4.45', '6.41']",2018-12-16
Cagliari,Napoli,Serie A,0:1,"['6.60', '3.89', '1.55']",2018-12-16
Fiorentina,Empoli,Serie A,3:1,"['1.85', '3.55', '4.39']",2018-12-16
Frosinone,Sassuolo,Serie A,0:2,"['3.57', '3.22', '2.17']",2018-12-16
Sampdoria,Parma,Serie A,2:0,"['1.90', '3.35', '4.39']",2018-12-16
Spal,Chievo,Serie A,0:0,"['2.04', '3.21', '4.01']",2018-12-16
Inter,Udinese,Serie A,1:0,"['1.32', '5.26', '9.54']",2018-12-15
Torino,Juventus,Serie A,0:1,"['6.69', '3.72', '1.58']",2018-12-15
Parma,Chievo,Serie A,1:1,"['2.14', '3.19', '3.69']",2018-12-09
Udinese,Atalanta,Serie A,1:3,"['4.16', '3.47', '1.92']",2018-12-09
Sassuolo,Fiorentina,Serie A,3:3,"['2.53', '3.16', '2.92']",2018-12-09
Genoa,Spal,Serie A,1:1,"['1.94', '3.32', '4.28']",2018-12-09
AC Milan,Torino,Serie A,0:0,"['1.90', '3.27', '4.57']",2018-12-09
Empoli,Bologna,Serie A,2:1,"['2.08', '3.40', '3.65']",2018-12-09
Cagliari,AS Roma,Serie A,2:2,"['4.09', '3.61', '1.90']",2018-12-08
Lazio,Sampdoria,Serie A,2:2,"['1.42', '4.75', '7.16']",2018-12-08
Napoli,Frosinone,Serie A,4:0,"['1.17', '7.47', '16.38']",2018-12-08
Juventus,Inter,Serie A,1:0,"['1.55', '3.90', '6.63']",2018-12-07
Atalanta,Napoli,Serie A,1:2,"['3.39', '3.34', '2.19']",2018-12-03
Frosinone,Cagliari,Serie A,1:1,"['3.17', '3.13', '2.41']",2018-12-02
Sassuolo,Udinese,Serie A,0:0,"['2.00', '3.32', '3.98']",2018-12-02
Torino,Genoa,Serie A,2:1,"['1.83', '3.50', '4.55']",2018-12-02
Chievo,Lazio,Serie A,1:1,"['6.62', '4.31', '1.50']",2018-12-02
AS Roma,Inter,Serie A,2:2,"['2.66', '3.40', '2.62']",2018-12-02
AC Milan,Parma,Serie A,2:1,"['1.54', '4.01', '6.46']",2018-12-02
Fiorentina,Juventus,Serie A,0:3,"['5.58', '3.66', '1.67']",2018-12-01
Sampdoria,Bologna,Serie A,4:1,"['2.02', '3.19', '4.10']",2018-12-01
Spal,Empoli,Serie A,2:2,"['2.41', '3.19', '3.08']",2018-12-01
Cagliari,Torino,Serie A,0:0,"['2.89', '3.14', '2.58']",2018-11-26
Bologna,Fiorentina,Serie A,0:0,"['3.18', '3.14', '2.39']",2018-11-25
Empoli,Atalanta,Serie A,3:2,"['5.09', '4.06', '1.64']",2018-11-25
Genoa,Sampdoria,Serie A,1:1,"['2.73', '3.14', '2.73']",2018-11-25
Lazio,AC Milan,Serie A,1:1,"['1.74', '3.72', '4.82']",2018-11-25
Napoli,Chievo,Serie A,0:0,"['1.13', '8.29', '19.93']",2018-11-25
Parma,Sassuolo,Serie A,2:1,"['3.32', '3.39', '2.20']",2018-11-25
Udinese,AS Roma,Serie A,1:0,"['3.86', '3.43', '2.00']",2018-11-24
Inter,Frosinone,Serie A,3:0,"['1.25', '5.95', '11.88']",2018-11-24
Juventus,Spal,Serie A,2:0,"['1.14', '7.84', '19.39']",2018-11-24
AC Milan,Juventus,Serie A,0:2,"['4.97', '3.59', '1.75']",2018-11-11
Empoli,Udinese,Serie A,2:1,"['2.03', '3.36', '3.82']",2018-11-11
Sassuolo,Lazio,Serie A,1:1,"['3.82', '3.53', '1.98']",2018-11-11
AS Roma,Sampdoria,Serie A,4:1,"['1.42', '4.81', '7.13']",2018-11-11
Chievo,Bologna,Serie A,2:2,"['3.02', '3.06', '2.55']",2018-11-11
Atalanta,Inter,Serie A,4:1,"['2.77', '3.37', '2.54']",2018-11-11
Genoa,Napoli,Serie A,1:2,"['7.60', '4.67', '1.42']",2018-11-10
Spal,Cagliari,Serie A,2:2,"['2.58', '3.06', '2.98']",2018-11-10
Torino,Parma,Serie A,1:2,"['1.48', '4.17', '7.51']",2018-11-10
Frosinone,Fiorentina,Serie A,1:1,"['5.03', '3.56', '1.75']",2018-11-09
Bologna,Atalanta,Serie A,1:2,"['5.23', '3.84', '1.67']",2018-11-04
Chievo,Sassuolo,Serie A,0:2,"['3.81', '3.33', '2.05']",2018-11-04
Lazio,Spal,Serie A,4:1,"['1.35', '5.03', '9.16']",2018-11-04
Parma,Frosinone,Serie A,0:0,"['2.05', '3.37', '3.73']",2018-11-04
Sampdoria,Torino,Serie A,1:4,"['2.85', '3.14', '2.62']",2018-11-04
Udinese,AC Milan,Serie A,0:1,"['4.44', '3.36', '1.90']",2018-11-04
Juventus,Cagliari,Serie A,3:1,"['1.16', '7.52', '16.96']",2018-11-03
Inter,Genoa,Serie A,5:0,"['1.37', '4.71', '8.84']",2018-11-03
Fiorentina,AS Roma,Serie A,1:1,"['2.67', '3.41', '2.59']",2018-11-03
Napoli,Empoli,Serie A,5:1,"['1.22', '6.55', '12.33']",2018-11-02
AC Milan,Genoa,Serie A,2:1,"['1.46', '4.45', '6.90']",2018-10-31
Lazio,Inter,Serie A,0:3,"['2.46', '3.24', '2.96']",2018-10-29
