homeTeam,awayTeam,league,result,odds,date
Bologna,Lecce,Serie A,3:2,"['2.08', '3.81', '3.23']",2020-07-26
Cagliari,Udinese,Serie A,0:1,"['3.34', '3.17', '2.29']",2020-07-26
Juventus,Sampdoria,Serie A,2:0,"['1.26', '5.99', '11.19']",2020-07-26
Verona,Lazio,Serie A,1:5,"['3.84', '3.68', '1.92']",2020-07-26
Spal,Torino,Serie A,1:1,"['5.29', '4.12', '1.62']",2020-07-26
Brescia,Parma,Serie A,1:2,"['4.56', '4.16', '1.69']",2020-07-25
Genoa,Inter,Serie A,0:3,"['7.06', '4.61', '1.44']",2020-07-25
Napoli,Sassuolo,Serie A,2:0,"['1.60', '4.29', '5.12']",2020-07-25
AC Milan,Atalanta,Serie A,1:1,"['3.10', '3.82', '2.14']",2020-07-24
Lazio,Cagliari,Serie A,2:1,"['1.32', '5.41', '9.03']",2020-07-23
Udinese,Juventus,Serie A,2:1,"['5.96', '4.03', '1.57']",2020-07-23
Sampdoria,Genoa,Serie A,1:2,"['2.62', '3.17', '2.80']",2020-07-22
Torino,Verona,Serie A,1:1,"['2.45', '3.37', '2.86']",2020-07-22
Spal,AS Roma,Serie A,1:6,"['9.90', '6.16', '1.27']",2020-07-22
Parma,Napoli,Serie A,2:1,"['7.73', '4.95', '1.38']",2020-07-22
Lecce,Brescia,Serie A,3:1,"['1.63', '4.44', '4.69']",2020-07-22
Inter,Fiorentina,Serie A,0:0,"['1.43', '4.89', '6.73']",2020-07-22
Atalanta,Bologna,Serie A,1:0,"['1.31', '5.84', '8.54']",2020-07-21
Sassuolo,AC Milan,Serie A,1:2,"['4.27', '4.10', '1.74']",2020-07-21
Juventus,Lazio,Serie A,2:1,"['1.49', '4.51', '6.34']",2020-07-20
Genoa,Lecce,Serie A,2:1,"['1.92', '3.70', '3.84']",2020-07-19
Parma,Sampdoria,Serie A,2:3,"['3.04', '2.99', '2.55']",2020-07-19
Napoli,Udinese,Serie A,2:1,"['1.54', '4.14', '6.26']",2020-07-19
Fiorentina,Torino,Serie A,2:0,"['1.89', '3.56', '4.14']",2020-07-19
Brescia,Spal,Serie A,2:1,"['2.12', '3.54', '3.35']",2020-07-19
AS Roma,Inter,Serie A,2:2,"['3.42', '3.80', '2.01']",2020-07-19
AC Milan,Bologna,Serie A,5:1,"['1.51', '4.67', '5.78']",2020-07-18
Cagliari,Sassuolo,Serie A,1:1,"['3.59', '3.88', '1.93']",2020-07-18
Verona,Atalanta,Serie A,1:1,"['6.78', '5.04', '1.41']",2020-07-18
Spal,Inter,Serie A,0:4,"['12.02', '6.67', '1.22']",2020-07-16
Torino,Genoa,Serie A,3:0,"['2.27', '3.25', '3.29']",2020-07-16
Sampdoria,Cagliari,Serie A,3:0,"['1.81', '3.65', '4.46']",2020-07-15
Udinese,Lazio,Serie A,0:0,"['3.72', '3.50', '2.01']",2020-07-15
Sassuolo,Juventus,Serie A,3:3,"['4.91', '4.08', '1.66']",2020-07-15
AS Roma,Verona,Serie A,2:1,"['1.65', '4.13', '4.94']",2020-07-15
Lecce,Fiorentina,Serie A,1:3,"['3.30', '3.57', '2.13']",2020-07-15
Bologna,Napoli,Serie A,1:1,"['4.44', '3.72', '1.79']",2020-07-15
AC Milan,Parma,Serie A,3:1,"['1.42', '4.80', '7.21']",2020-07-15
Atalanta,Brescia,Serie A,6:2,"['1.13', '9.05', '18.12']",2020-07-14
Inter,Torino,Serie A,3:1,"['1.38', '4.87', '8.07']",2020-07-13
Cagliari,Lecce,Serie A,0:0,"['2.02', '3.66', '3.54']",2020-07-12
Fiorentina,Verona,Serie A,1:1,"['2.10', '3.42', '3.53']",2020-07-12
Genoa,Spal,Serie A,2:0,"['1.76', '3.77', '4.57']",2020-07-12
Napoli,AC Milan,Serie A,2:2,"['2.19', '3.50', '3.21']",2020-07-12
Parma,Bologna,Serie A,2:2,"['3.37', '3.39', '2.17']",2020-07-12
Udinese,Sampdoria,Serie A,1:3,"['2.18', '3.04', '3.78']",2020-07-12
Brescia,AS Roma,Serie A,0:3,"['5.63', '4.64', '1.52']",2020-07-11
Juventus,Atalanta,Serie A,2:2,"['2.10', '3.59', '3.33']",2020-07-11
Lazio,Sassuolo,Serie A,1:2,"['1.52', '4.63', '5.59']",2020-07-11
Verona,Inter,Serie A,2:2,"['5.58', '4.23', '1.57']",2020-07-09
Spal,Udinese,Serie A,0:3,"['3.78', '3.38', '2.03']",2020-07-09
Fiorentina,Cagliari,Serie A,0:0,"['1.73', '3.82', '4.75']",2020-07-08
Torino,Brescia,Serie A,3:1,"['1.59', '4.01', '5.72']",2020-07-08
Genoa,Napoli,Serie A,1:2,"['5.07', '3.99', '1.65']",2020-07-08
AS Roma,Parma,Serie A,2:1,"['1.63', '4.18', '4.94']",2020-07-08
Bologna,Sassuolo,Serie A,1:2,"['2.30', '3.62', '2.92']",2020-07-08
Atalanta,Sampdoria,Serie A,2:0,"['1.28', '6.15', '9.32']",2020-07-08
AC Milan,Juventus,Serie A,4:2,"['3.13', '3.35', '2.30']",2020-07-07
Lecce,Lazio,Serie A,2:1,"['7.48', '5.26', '1.37']",2020-07-07
Napoli,AS Roma,Serie A,2:1,"['1.84', '3.73', '4.13']",2020-07-05
Udinese,Genoa,Serie A,2:2,"['2.01', '3.27', '4.02']",2020-07-05
Parma,Fiorentina,Serie A,1:2,"['2.97', '3.22', '2.46']",2020-07-05
Sampdoria,Spal,Serie A,3:0,"['1.69', '3.81', '5.07']",2020-07-05
Inter,Bologna,Serie A,1:2,"['1.39', '4.94', '7.65']",2020-07-05
Cagliari,Atalanta,Serie A,0:1,"['5.13', '4.56', '1.57']",2020-07-05
Brescia,Verona,Serie A,2:0,"['4.30', '3.62', '1.84']",2020-07-05
Juventus,Torino,Serie A,4:1,"['1.30', '5.35', '10.28']",2020-07-04
Lazio,AC Milan,Serie A,0:3,"['2.06', '3.48', '3.58']",2020-07-04
Sassuolo,Lecce,Serie A,4:2,"['1.54', '4.66', '5.21']",2020-07-04
AS Roma,Udinese,Serie A,0:2,"['1.85', '3.64', '4.19']",2020-07-02
Atalanta,Napoli,Serie A,2:0,"['2.10', '3.72', '3.25']",2020-07-02
Lecce,Sampdoria,Serie A,1:2,"['3.23', '3.55', '2.17']",2020-07-01
Spal,AC Milan,Serie A,2:2,"['7.42', '4.33', '1.45']",2020-07-01
Verona,Parma,Serie A,3:2,"['2.14', '3.36', '3.46']",2020-07-01
Inter,Brescia,Serie A,6:0,"['1.20', '6.86', '13.63']",2020-07-01
Bologna,Cagliari,Serie A,1:1,"['2.03', '3.51', '3.63']",2020-07-01
Fiorentina,Sassuolo,Serie A,1:3,"['1.78', '3.79', '4.43']",2020-07-01
Genoa,Juventus,Serie A,1:3,"['9.60', '4.68', '1.36']",2020-06-30
Torino,Lazio,Serie A,1:2,"['4.65', '3.87', '1.73']",2020-06-30
AC Milan,AS Roma,Serie A,2:0,"['2.44', '3.38', '2.87']",2020-06-28
Napoli,Spal,Serie A,3:1,"['1.29', '5.49', '10.23']",2020-06-28
Parma,Inter,Serie A,1:2,"['6.54', '4.28', '1.50']",2020-06-28
Sampdoria,Bologna,Serie A,1:2,"['2.81', '3.26', '2.56']",2020-06-28
Sassuolo,Verona,Serie A,3:3,"['2.42', '3.24', '3.02']",2020-06-28
Udinese,Atalanta,Serie A,2:3,"['5.93', '4.23', '1.54']",2020-06-28
Lazio,Fiorentina,Serie A,2:1,"['1.76', '3.76', '4.57']",2020-06-27
Brescia,Genoa,Serie A,2:2,"['3.53', '3.41', '2.09']",2020-06-27
Cagliari,Torino,Serie A,4:2,"['2.42', '3.16', '3.08']",2020-06-27
Juventus,Lecce,Serie A,4:0,"['1.12', '9.10', '21.36']",2020-06-26
AS Roma,Sampdoria,Serie A,2:1,"['1.53', '4.27', '6.15']",2020-06-24
Atalanta,Lazio,Serie A,3:2,"['2.23', '3.63', '3.04']",2020-06-24
Inter,Sassuolo,Serie A,3:3,"['1.45', '4.54', '6.84']",2020-06-24
Genoa,Parma,Serie A,1:4,"['2.21', '3.21', '3.45']",2020-06-23
Spal,Cagliari,Serie A,0:1,"['2.53', '3.16', '2.92']",2020-06-23
Torino,Udinese,Serie A,1:0,"['2.61', '3.06', '2.91']",2020-06-23
Verona,Napoli,Serie A,0:2,"['4.45', '3.39', '1.87']",2020-06-23
Lecce,AC Milan,Serie A,1:4,"['6.34', '4.45', '1.49']",2020-06-22
Bologna,Juventus,Serie A,0:2,"['6.02', '3.97', '1.57']",2020-06-22
Fiorentina,Brescia,Serie A,1:1,"['1.34', '4.98', '9.55']",2020-06-22
Atalanta,Sassuolo,Serie A,4:1,"['1.47', '4.70', '6.21']",2020-06-21
Inter,Sampdoria,Serie A,2:1,"['1.35', '4.95', '9.09']",2020-06-21
Torino,Parma,Serie A,1:1,"['2.41', '3.12', '3.14']",2020-06-20
Verona,Cagliari,Serie A,2:1,"['1.94', '3.32', '4.20']",2020-06-20
Sassuolo,Brescia,Serie A,3:0,"['1.51', '4.53', '5.93']",2020-03-09
AC Milan,Genoa,Serie A,1:2,"['1.56', '4.05', '6.10']",2020-03-08
Juventus,Inter,Serie A,2:0,"['2.10', '3.28', '3.68']",2020-03-08
Parma,Spal,Serie A,0:1,"[3.33, 3.33, 3.33]",2020-03-08
Sampdoria,Verona,Serie A,2:1,"['2.59', '3.16', '2.85']",2020-03-08
Udinese,Fiorentina,Serie A,0:0,"['2.87', '3.04', '2.67']",2020-03-08
Lecce,Atalanta,Serie A,2:7,"['7.48', '5.41', '1.36']",2020-03-01
Cagliari,AS Roma,Serie A,3:4,"['3.23', '3.53', '2.18']",2020-03-01
Lazio,Bologna,Serie A,2:0,"['1.59', '4.11', '5.57']",2020-02-29
Napoli,Torino,Serie A,2:1,"['1.54', '4.15', '6.13']",2020-02-29
AS Roma,Lecce,Serie A,4:0,"['1.23', '6.52', '10.94']",2020-02-23
Genoa,Lazio,Serie A,2:3,"['4.61', '3.68', '1.77']",2020-02-23
Bologna,Udinese,Serie A,1:1,"['2.10', '3.35', '3.56']",2020-02-22
Fiorentina,AC Milan,Serie A,1:1,"['2.73', '3.09', '2.74']",2020-02-22
Spal,Juventus,Serie A,1:2,"['7.01', '4.55', '1.44']",2020-02-22
Brescia,Napoli,Serie A,1:2,"['5.60', '4.12', '1.58']",2020-02-21
AC Milan,Torino,Serie A,1:0,"['1.50', '4.33', '6.43']",2020-02-17
Sampdoria,Fiorentina,Serie A,1:5,"['2.83', '2.99', '2.73']",2020-02-16
Udinese,Verona,Serie A,0:0,"['2.43', '3.18', '3.03']",2020-02-16
Sassuolo,Parma,Serie A,0:1,"['1.80', '3.89', '4.14']",2020-02-16
Cagliari,Napoli,Serie A,0:1,"['4.11', '3.58', '1.88']",2020-02-16
Lazio,Inter,Serie A,2:1,"['2.44', '3.35', '2.89']",2020-02-16
Juventus,Brescia,Serie A,2:0,"['1.17', '7.40', '14.75']",2020-02-16
Atalanta,AS Roma,Serie A,2:1,"['1.72', '4.15', '4.31']",2020-02-15
Bologna,Genoa,Serie A,0:3,"['1.73', '3.70', '4.86']",2020-02-15
Lecce,Spal,Serie A,2:1,"['2.28', '3.54', '2.99']",2020-02-15
Napoli,Lecce,Serie A,2:3,"['1.22', '6.60', '11.89']",2020-02-09
Spal,Sassuolo,Serie A,1:2,"['2.83', '3.38', '2.46']",2020-02-09
Parma,Lazio,Serie A,0:1,"['4.42', '3.75', '1.78']",2020-02-09
Inter,AC Milan,Serie A,4:2,"['2.04', '3.33', '3.77']",2020-02-09
Genoa,Cagliari,Serie A,1:0,"['2.34', '3.33', '3.04']",2020-02-09
Brescia,Udinese,Serie A,1:1,"['3.06', '3.15', '2.42']",2020-02-09
Fiorentina,Atalanta,Serie A,1:2,"['3.85', '3.72', '1.90']",2020-02-08
Torino,Sampdoria,Serie A,1:3,"['2.34', '3.15', '3.22']",2020-02-08
Verona,Juventus,Serie A,2:1,"['5.99', '3.73', '1.61']",2020-02-08
AS Roma,Bologna,Serie A,2:3,"['1.57', '4.22', '5.59']",2020-02-07
Lazio,Verona,Serie A,0:0,"['1.43', '4.51', '7.44']",2020-02-05
Sampdoria,Napoli,Serie A,2:4,"['3.88', '3.38', '1.99']",2020-02-03
Lazio,Spal,Serie A,5:1,"['1.23', '6.23', '12.07']",2020-02-02
Lecce,Torino,Serie A,4:0,"['2.97', '3.40', '2.35']",2020-02-02
Udinese,Inter,Serie A,0:2,"['4.38', '3.47', '1.85']",2020-02-02
Juventus,Fiorentina,Serie A,3:0,"['1.32', '5.14', '9.71']",2020-02-02
AC Milan,Verona,Serie A,1:1,"['1.74', '3.69', '4.80']",2020-02-02
Atalanta,Genoa,Serie A,2:2,"['1.23', '6.48', '11.23']",2020-02-02
Bologna,Brescia,Serie A,2:1,"['1.62', '4.10', '5.17']",2020-02-01
Sassuolo,AS Roma,Serie A,4:2,"['4.43', '3.97', '1.73']",2020-02-01
Cagliari,Parma,Serie A,2:2,"['1.77', '3.71', '4.57']",2020-02-01
AS Roma,Lazio,Serie A,1:1,"['2.90', '3.50', '2.35']",2020-01-26
Napoli,Juventus,Serie A,2:1,"['3.38', '3.39', '2.15']",2020-01-26
Parma,Udinese,Serie A,2:0,"['2.42', '3.19', '3.04']",2020-01-26
Sampdoria,Sassuolo,Serie A,0:0,"['2.38', '3.27', '3.02']",2020-01-26
Verona,Lecce,Serie A,3:0,"['1.56', '4.19', '5.70']",2020-01-26
Inter,Cagliari,Serie A,1:1,"['1.31', '5.28', '9.56']",2020-01-26
Torino,Atalanta,Serie A,0:7,"['4.92', '3.85', '1.69']",2020-01-25
Spal,Bologna,Serie A,1:3,"['2.90', '3.27', '2.46']",2020-01-25
Fiorentina,Genoa,Serie A,0:0,"['1.76', '3.56', '4.86']",2020-01-25
Brescia,AC Milan,Serie A,0:1,"['5.15', '3.97', '1.64']",2020-01-24
Atalanta,Spal,Serie A,1:2,"['1.18', '7.28', '14.12']",2020-01-20
AC Milan,Udinese,Serie A,3:2,"['1.61', '3.94', '5.65']",2020-01-19
Bologna,Verona,Serie A,1:1,"['2.11', '3.34', '3.57']",2020-01-19
Brescia,Cagliari,Serie A,2:2,"['2.75', '3.32', '2.56']",2020-01-19
Genoa,AS Roma,Serie A,1:3,"['4.45', '3.57', '1.82']",2020-01-19
Juventus,Parma,Serie A,2:1,"['1.20', '6.75', '13.86']",2020-01-19
Lecce,Inter,Serie A,1:1,"['10.04', '5.94', '1.27']",2020-01-19
Napoli,Fiorentina,Serie A,0:2,"['1.60', '4.07', '5.46']",2020-01-18
Sassuolo,Torino,Serie A,2:1,"['2.39', '3.39', '2.91']",2020-01-18
Lazio,Sampdoria,Serie A,5:1,"['1.37', '4.92', '8.25']",2020-01-18
Parma,Lecce,Serie A,2:0,"['1.65', '4.01', '5.00']",2020-01-13
AS Roma,Juventus,Serie A,1:2,"['3.26', '3.53', '2.15']",2020-01-12
Fiorentina,Spal,Serie A,1:0,"['1.56', '3.98', '6.08']",2020-01-12
Sampdoria,Brescia,Serie A,5:1,"['2.15', '3.18', '3.62']",2020-01-12
Torino,Bologna,Serie A,1:0,"['2.32', '3.33', '3.09']",2020-01-12
Udinese,Sassuolo,Serie A,3:0,"['2.14', '3.31', '3.51']",2020-01-12
Verona,Genoa,Serie A,2:1,"['2.05', '3.28', '3.81']",2020-01-12
Cagliari,AC Milan,Serie A,0:2,"['3.16', '3.44', '2.24']",2020-01-11
Inter,Atalanta,Serie A,1:1,"['2.17', '3.57', '3.20']",2020-01-11
Lazio,Napoli,Serie A,1:0,"['2.00', '3.74', '3.49']",2020-01-11
Juventus,Cagliari,Serie A,4:0,"['1.25', '6.25', '10.71']",2020-01-06
Napoli,Inter,Serie A,1:3,"['2.56', '3.43', '2.68']",2020-01-06
Lecce,Udinese,Serie A,0:1,"['3.14', '3.41', '2.26']",2020-01-06
AC Milan,Sampdoria,Serie A,0:0,"['1.62', '3.77', '5.84']",2020-01-06
Bologna,Fiorentina,Serie A,1:1,"['2.57', '3.41', '2.69']",2020-01-06
Atalanta,Parma,Serie A,5:0,"['1.28', '5.94', '9.43']",2020-01-06
AS Roma,Torino,Serie A,0:2,"['1.51', '4.27', '6.32']",2020-01-05
Brescia,Lazio,Serie A,1:2,"['4.60', '3.95', '1.71']",2020-01-05
Genoa,Sassuolo,Serie A,2:1,"['2.19', '3.43', '3.25']",2020-01-05
Spal,Verona,Serie A,0:2,"['2.47', '3.16', '2.98']",2020-01-05
Parma,Brescia,Serie A,1:1,"['2.16', '3.41', '3.35']",2019-12-22
Sassuolo,Napoli,Serie A,1:2,"['4.95', '4.21', '1.63']",2019-12-22
Lecce,Bologna,Serie A,2:3,"['3.19', '3.62', '2.15']",2019-12-22
Atalanta,AC Milan,Serie A,5:0,"['1.83', '3.73', '4.15']",2019-12-22
Inter,Genoa,Serie A,4:0,"['1.46', '4.37', '7.08']",2019-12-21
Torino,Spal,Serie A,1:2,"['1.63', '3.72', '5.76']",2019-12-21
Udinese,Cagliari,Serie A,2:1,"['2.20', '3.20', '3.47']",2019-12-21
Fiorentina,AS Roma,Serie A,1:4,"['3.36', '3.42', '2.15']",2019-12-20
Sampdoria,Juventus,Serie A,1:2,"['6.60', '4.35', '1.49']",2019-12-18
Brescia,Sassuolo,Serie A,0:2,"['2.48', '3.48', '2.73']",2019-12-18
Cagliari,Lazio,Serie A,1:2,"['4.58', '4.08', '1.69']",2019-12-16
Verona,Torino,Serie A,3:3,"['2.67', '3.03', '2.84']",2019-12-15
Juventus,Udinese,Serie A,3:1,"['1.24', '5.92', '11.94']",2019-12-15
Fiorentina,Inter,Serie A,1:1,"['3.55', '3.43', '2.08']",2019-12-15
Bologna,Atalanta,Serie A,2:1,"['3.56', '3.73', '1.98']",2019-12-15
AS Roma,Spal,Serie A,3:1,"['1.31', '5.32', '9.52']",2019-12-15
AC Milan,Sassuolo,Serie A,0:0,"['1.49', '4.58', '5.89']",2019-12-15
Brescia,Lecce,Serie A,3:0,"['1.93', '3.72', '3.75']",2019-12-14
Genoa,Sampdoria,Serie A,0:1,"['2.67', '3.02', '2.86']",2019-12-14
Napoli,Parma,Serie A,1:2,"['1.30', '5.46', '9.68']",2019-12-14
Bologna,AC Milan,Serie A,2:3,"['3.33', '3.35', '2.19']",2019-12-08
Lecce,Genoa,Serie A,2:2,"['2.78', '3.49', '2.44']",2019-12-08
Sampdoria,Parma,Serie A,0:1,"['2.20', '3.23', '3.44']",2019-12-08
Sassuolo,Cagliari,Serie A,2:2,"['2.46', '3.54', '2.72']",2019-12-08
Spal,Brescia,Serie A,0:1,"['2.31', '3.20', '3.21']",2019-12-08
Torino,Fiorentina,Serie A,2:1,"['2.47', '3.14', '3.00']",2019-12-08
Udinese,Napoli,Serie A,1:1,"['6.16', '4.22', '1.53']",2019-12-07
Lazio,Juventus,Serie A,3:1,"['2.86', '3.49', '2.38']",2019-12-07
Atalanta,Verona,Serie A,3:2,"['1.33', '5.24', '8.93']",2019-12-07
Inter,AS Roma,Serie A,0:0,"['1.76', '3.87', '4.41']",2019-12-06
Cagliari,Sampdoria,Serie A,4:3,"['2.00', '3.38', '3.87']",2019-12-02
Inter,Spal,Serie A,2:1,"['1.25', '5.79', '11.69']",2019-12-01
Juventus,Sassuolo,Serie A,2:2,"['1.17', '7.37', '16.02']",2019-12-01
Lazio,Udinese,Serie A,3:0,"['1.31', '5.39', '9.54']",2019-12-01
Napoli,Bologna,Serie A,1:2,"['1.46', '4.53', '6.69']",2019-12-01
Parma,AC Milan,Serie A,0:1,"['3.73', '3.24', '2.09']",2019-12-01
Verona,AS Roma,Serie A,1:3,"['4.64', '3.71', '1.76']",2019-12-01
Brescia,Atalanta,Serie A,0:3,"['6.64', '4.66', '1.45']",2019-11-30
Fiorentina,Lecce,Serie A,0:1,"['1.48', '4.39', '6.62']",2019-11-30
Genoa,Torino,Serie A,0:1,"['2.48', '3.19', '2.95']",2019-11-30
Spal,Genoa,Serie A,1:1,"['2.46', '3.22', '2.95']",2019-11-25
Lecce,Cagliari,Serie A,2:2,"['3.24', '3.47', '2.18']",2019-11-25
AS Roma,Brescia,Serie A,3:0,"['1.33', '5.30', '8.89']",2019-11-24
Bologna,Parma,Serie A,2:2,"['1.80', '3.61', '4.50']",2019-11-24
Sampdoria,Udinese,Serie A,2:1,"['1.98', '3.27', '4.13']",2019-11-24
Sassuolo,Lazio,Serie A,1:2,"['5.19', '4.29', '1.59']",2019-11-24
Verona,Fiorentina,Serie A,1:0,"['3.44', '3.30', '2.17']",2019-11-24
AC Milan,Napoli,Serie A,1:1,"['2.95', '3.32', '2.41']",2019-11-23
Atalanta,Juventus,Serie A,1:3,"['2.83', '3.39', '2.45']",2019-11-23
Torino,Inter,Serie A,0:3,"['3.97', '3.42', '1.96']",2019-11-23
Parma,AS Roma,Serie A,2:0,"['4.78', '3.98', '1.68']",2019-11-10
Udinese,Spal,Serie A,0:0,"['1.97', '3.23', '4.19']",2019-11-10
Sampdoria,Atalanta,Serie A,0:0,"['5.07', '3.97', '1.65']",2019-11-10
Juventus,AC Milan,Serie A,1:0,"['1.39', '4.75', '8.14']",2019-11-10
Lazio,Lecce,Serie A,4:2,"['1.18', '7.48', '13.77']",2019-11-10
Cagliari,Fiorentina,Serie A,5:2,"['2.84', '3.21', '2.55']",2019-11-10
Brescia,Torino,Serie A,0:4,"['2.84', '3.18', '2.57']",2019-11-09
Inter,Verona,Serie A,2:1,"['1.31', '5.28', '9.77']",2019-11-09
Napoli,Genoa,Serie A,0:0,"['1.27', '5.99', '10.09']",2019-11-09
Sassuolo,Bologna,Serie A,3:1,"['2.67', '3.42', '2.57']",2019-11-08
Spal,Sampdoria,Serie A,0:1,"['2.39', '3.14', '3.13']",2019-11-04
Lecce,Sassuolo,Serie A,2:2,"['2.87', '3.32', '2.45']",2019-11-03
Verona,Brescia,Serie A,2:1,"['2.14', '3.22', '3.62']",2019-11-03
Genoa,Udinese,Serie A,1:3,"['1.87', '3.48', '4.28']",2019-11-03
Fiorentina,Parma,Serie A,1:1,"['1.59', '4.00', '5.71']",2019-11-03
Atalanta,Cagliari,Serie A,0:2,"['1.30', '5.68', '8.94']",2019-11-03
AC Milan,Lazio,Serie A,1:2,"['3.27', '3.38', '2.21']",2019-11-03
AS Roma,Napoli,Serie A,2:1,"['3.12', '3.60', '2.19']",2019-11-02
Bologna,Inter,Serie A,1:2,"['3.73', '3.50', '2.00']",2019-11-02
Torino,Juventus,Serie A,0:1,"['6.68', '4.04', '1.52']",2019-11-02
AC Milan,Spal,Serie A,1:0,"['1.59', '3.92', '5.92']",2019-10-31
Sampdoria,Lecce,Serie A,1:1,"['1.69', '3.84', '4.96']",2019-10-30
Udinese,AS Roma,Serie A,0:4,"['3.77', '3.34', '2.04']",2019-10-30
Sassuolo,Fiorentina,Serie A,1:2,"['3.17', '3.32', '2.29']",2019-10-30
Juventus,Genoa,Serie A,2:1,"['1.21', '6.66', '12.34']",2019-10-30
Napoli,Atalanta,Serie A,2:2,"['2.17', '3.61', '3.15']",2019-10-30
Lazio,Torino,Serie A,4:0,"['1.52', '4.25', '6.09']",2019-10-30
Cagliari,Bologna,Serie A,3:2,"['2.61', '3.32', '2.70']",2019-10-30
Brescia,Inter,Serie A,1:2,"['8.17', '4.79', '1.38']",2019-10-29
Parma,Verona,Serie A,0:1,"['2.68', '3.08', '2.80']",2019-10-29
AS Roma,AC Milan,Serie A,2:1,"['2.07', '3.39', '3.61']",2019-10-27
Atalanta,Udinese,Serie A,7:1,"['1.40', '4.76', '7.49']",2019-10-27
Bologna,Sampdoria,Serie A,2:1,"['1.92', '3.49', '4.06']",2019-10-27
Fiorentina,Lazio,Serie A,1:2,"['2.50', '3.39', '2.77']",2019-10-27
Spal,Napoli,Serie A,1:1,"['6.52', '4.39', '1.48']",2019-10-27
Torino,Cagliari,Serie A,1:1,"['1.75', '3.71', '4.66']",2019-10-27
Genoa,Brescia,Serie A,3:1,"['1.97', '3.58', '3.73']",2019-10-26
Inter,Parma,Serie A,2:2,"['1.29', '5.58', '10.27']",2019-10-26
Lecce,Juventus,Serie A,1:1,"['8.69', '4.94', '1.35']",2019-10-26
Verona,Sassuolo,Serie A,0:1,"['2.34', '3.23', '3.14']",2019-10-25
Brescia,Fiorentina,Serie A,0:0,"['4.54', '3.88', '1.74']",2019-10-21
AC Milan,Lecce,Serie A,2:2,"['1.41', '4.74', '7.36']",2019-10-20
Parma,Genoa,Serie A,5:1,"['2.66', '3.17', '2.75']",2019-10-20
Sampdoria,AS Roma,Serie A,0:0,"['3.54', '3.42', '2.08']",2019-10-20
Sassuolo,Inter,Serie A,3:4,"['5.25', '3.83', '1.66']",2019-10-20
Udinese,Torino,Serie A,1:0,"['2.95', '3.08', '2.56']",2019-10-20
Cagliari,Spal,Serie A,2:0,"['2.08', '3.29', '3.72']",2019-10-20
Juventus,Bologna,Serie A,2:1,"['1.33', '5.15', '8.89']",2019-10-19
Lazio,Atalanta,Serie A,3:3,"['2.20', '3.57', '3.12']",2019-10-19
Napoli,Verona,Serie A,2:0,"['1.23', '6.42', '11.76']",2019-10-19
Fiorentina,Udinese,Serie A,1:0,"['1.53', '4.10', '6.46']",2019-10-06
Torino,Napoli,Serie A,0:0,"['3.82', '3.69', '1.92']",2019-10-06
Inter,Juventus,Serie A,1:2,"['2.74', '3.05', '2.76']",2019-10-06
AS Roma,Cagliari,Serie A,1:1,"['1.36', '5.10', '8.07']",2019-10-06
Bologna,Lazio,Serie A,2:2,"['3.50', '3.55', '2.05']",2019-10-06
Atalanta,Lecce,Serie A,3:1,"['1.20', '6.96', '12.48']",2019-10-06
Genoa,AC Milan,Serie A,1:2,"['2.89', '3.19', '2.52']",2019-10-05
Spal,Parma,Serie A,1:0,"['2.62', '3.18', '2.78']",2019-10-05
Verona,Sampdoria,Serie A,2:0,"['2.55', '3.22', '2.83']",2019-10-05
Parma,Torino,Serie A,3:2,"['3.13', '3.12', '2.41']",2019-09-30
AC Milan,Fiorentina,Serie A,1:3,"['2.40', '3.14', '3.12']",2019-09-29
Lazio,Genoa,Serie A,4:0,"['1.35', '5.24', '8.07']",2019-09-29
Lecce,AS Roma,Serie A,0:1,"['4.94', '4.21', '1.63']",2019-09-29
Napoli,Brescia,Serie A,2:1,"['1.20', '6.93', '13.19']",2019-09-29
Udinese,Bologna,Serie A,1:0,"['3.04', '3.18', '2.43']",2019-09-29
Cagliari,Verona,Serie A,1:1,"['2.20', '3.19', '3.49']",2019-09-29
Sampdoria,Inter,Serie A,1:3,"['5.01', '3.73', '1.70']",2019-09-28
Sassuolo,Atalanta,Serie A,1:4,"['4.08', '4.09', '1.76']",2019-09-28
Juventus,Spal,Serie A,2:0,"['1.18', '6.82', '15.72']",2019-09-28
Torino,AC Milan,Serie A,2:1,"['2.57', '3.07', '2.93']",2019-09-26
AS Roma,Atalanta,Serie A,0:2,"['2.32', '3.64', '2.88']",2019-09-25
Fiorentina,Sampdoria,Serie A,2:1,"['1.59', '4.10', '5.44']",2019-09-25
Genoa,Bologna,Serie A,0:0,"['2.40', '3.45', '2.87']",2019-09-25
Inter,Lazio,Serie A,1:0,"['1.98', '3.46', '3.84']",2019-09-25
Napoli,Cagliari,Serie A,0:1,"['1.17', '7.54', '14.29']",2019-09-25
Parma,Sassuolo,Serie A,1:0,"['2.77', '3.32', '2.54']",2019-09-25
Spal,Lecce,Serie A,1:3,"['2.07', '3.32', '3.71']",2019-09-25
Verona,Udinese,Serie A,0:0,"['2.50', '3.04', '3.07']",2019-09-24
Brescia,Juventus,Serie A,1:2,"['7.28', '4.17', '1.48']",2019-09-24
Bologna,AS Roma,Serie A,1:2,"['2.64', '3.57', '2.52']",2019-09-22
Lazio,Parma,Serie A,2:0,"['1.28', '5.88', '9.48']",2019-09-22
