homeTeam,awayTeam,league,result,odds,date
West Ham,Aston Villa,premier,1:1,"['2.46', '3.64', '2.75']",2024-03-17
Burnley,Brentford,premier,2:1,"['3.11', '3.63', '2.24']",2024-03-16
Fulham,Tottenham,premier,3:0,"['3.34', '3.92', '2.03']",2024-03-16
Luton,Nottingham,premier,1:1,"['2.62', '3.54', '2.63']",2024-03-16
Bournemouth,Luton,premier,4:3,"['1.52', '4.84', '5.58']",2024-03-13
Chelsea,Newcastle,premier,3:2,"['1.86', '4.14', '3.80']",2024-03-11
West Ham,Burnley,premier,2:2,"['1.65', '4.07', '5.23']",2024-03-10
Aston Villa,Tottenham,premier,0:4,"['2.47', '3.88', '2.62']",2024-03-10
Liverpool,Manchester City,premier,1:1,"['3.39', '3.87', '2.05']",2024-03-10
Brighton,Nottingham,premier,1:0,"['1.63', '4.29', '5.08']",2024-03-10
Bournemouth,Sheffield Utd,premier,2:2,"['1.35', '5.57', '8.37']",2024-03-09
Crystal Palace,Luton,premier,1:1,"['1.89', '3.75', '4.08']",2024-03-09
Manchester Utd,Everton,premier,2:0,"['1.91', '3.75', '3.98']",2024-03-09
Wolves,Fulham,premier,2:1,"['2.48', '3.43', '2.87']",2024-03-09
Arsenal,Brentford,premier,2:1,"['1.21', '7.09', '13.33']",2024-03-09
Sheffield Utd,Arsenal,premier,0:6,"['16.58', '7.60', '1.18']",2024-03-04
Burnley,Bournemouth,premier,0:2,"['3.64', '3.72', '2.00']",2024-03-03
Manchester City,Manchester Utd,premier,3:1,"['1.26', '6.69', '10.12']",2024-03-03
Newcastle,Wolves,premier,3:0,"['1.74', '4.16', '4.44']",2024-03-02
Tottenham,Crystal Palace,premier,3:1,"['1.53', '4.54', '5.97']",2024-03-02
Nottingham,Liverpool,premier,0:1,"['5.21', '4.43', '1.60']",2024-03-02
Luton,Aston Villa,premier,2:3,"['4.48', '4.40', '1.70']",2024-03-02
Fulham,Brighton,premier,3:0,"['2.55', '3.49', '2.77']",2024-03-02
Everton,West Ham,premier,1:3,"['2.13', '3.53', '3.44']",2024-03-02
Brentford,Chelsea,premier,2:2,"['3.24', '3.71', '2.17']",2024-03-02
West Ham,Brentford,premier,4:2,"['2.35', '3.53', '2.99']",2024-02-26
Wolves,Sheffield Utd,premier,1:0,"['1.47', '4.52', '6.84']",2024-02-25
Arsenal,Newcastle,premier,4:1,"['1.35', '5.57', '8.06']",2024-02-24
Aston Villa,Nottingham,premier,4:2,"['1.57', '4.47', '5.40']",2024-02-24
Bournemouth,Manchester City,premier,0:1,"['6.57', '4.84', '1.46']",2024-02-24
Brighton,Everton,premier,1:1,"['1.86', '3.92', '3.98']",2024-02-24
Crystal Palace,Burnley,premier,3:0,"['1.99', '3.43', '3.99']",2024-02-24
Manchester Utd,Fulham,premier,1:2,"['1.65', '4.26', '4.96']",2024-02-24
Liverpool,Luton,premier,4:1,"['1.26', '6.64', '10.01']",2024-02-21
Manchester City,Brentford,premier,1:0,"['1.19', '7.75', '14.33']",2024-02-20
Everton,Crystal Palace,premier,1:1,"['1.81', '3.47', '4.97']",2024-02-19
Sheffield Utd,Brighton,premier,0:5,"['4.75', '4.24', '1.68']",2024-02-18
Luton,Manchester Utd,premier,1:2,"['4.14', '4.10', '1.79']",2024-02-18
Manchester City,Chelsea,premier,1:1,"['1.33', '5.97', '8.25']",2024-02-17
Fulham,Aston Villa,premier,1:2,"['2.95', '3.71', '2.28']",2024-02-17
Burnley,Arsenal,premier,0:5,"['10.27', '5.86', '1.29']",2024-02-17
Brentford,Liverpool,premier,1:4,"['4.82', '4.36', '1.65']",2024-02-17
Newcastle,Bournemouth,premier,2:2,"['1.98', '3.92', '3.49']",2024-02-17
Nottingham,West Ham,premier,2:0,"['2.27', '3.51', '3.15']",2024-02-17
Tottenham,Wolves,premier,1:2,"['1.51', '4.87', '5.54']",2024-02-17
Crystal Palace,Chelsea,premier,1:3,"['4.88', '3.94', '1.71']",2024-02-12
West Ham,Arsenal,premier,0:6,"['6.20', '4.34', '1.53']",2024-02-11
Aston Villa,Manchester Utd,premier,1:2,"['2.16', '3.86', '3.11']",2024-02-11
Nottingham,Newcastle,premier,2:3,"['3.23', '3.77', '2.13']",2024-02-10
Wolves,Brentford,premier,0:2,"['2.20', '3.56', '3.25']",2024-02-10
Tottenham,Brighton,premier,2:1,"['1.74', '4.44', '4.10']",2024-02-10
Fulham,Bournemouth,premier,3:1,"['2.53', '3.52', '2.74']",2024-02-10
Manchester City,Everton,premier,2:0,"['1.23', '6.76', '12.14']",2024-02-10
Luton,Sheffield Utd,premier,1:3,"['1.71', '3.97', '4.85']",2024-02-10
Liverpool,Burnley,premier,3:1,"['1.16', '8.43', '16.54']",2024-02-10
Brentford,Manchester City,premier,1:3,"['7.77', '5.32', '1.37']",2024-02-05
Arsenal,Liverpool,premier,3:1,"['2.21', '3.63', '3.17']",2024-02-04
Chelsea,Wolves,premier,2:4,"['1.53', '4.43', '5.93']",2024-02-04
Manchester Utd,West Ham,premier,3:0,"['1.55', '4.44', '5.79']",2024-02-04
Bournemouth,Nottingham,premier,1:1,"['1.66', '4.30', '4.88']",2024-02-04
Brighton,Crystal Palace,premier,4:1,"['1.71', '3.80', '5.18']",2024-02-03
Burnley,Fulham,premier,2:2,"['2.90', '3.30', '2.52']",2024-02-03
Everton,Tottenham,premier,2:2,"['3.07', '3.73', '2.21']",2024-02-03
Newcastle,Luton,premier,4:4,"['1.52', '4.59', '5.90']",2024-02-03
Sheffield Utd,Aston Villa,premier,0:5,"['5.20', '4.26', '1.63']",2024-02-03
West Ham,Bournemouth,premier,1:1,"['2.41', '3.57', '2.85']",2024-02-01
Wolves,Manchester Utd,premier,3:4,"['2.91', '3.49', '2.42']",2024-02-01
Tottenham,Brentford,premier,3:2,"['1.62', '4.44', '5.02']",2024-01-31
Manchester City,Burnley,premier,3:1,"['1.11', '10.67', '22.84']",2024-01-31
Liverpool,Chelsea,premier,4:1,"['1.64', '4.37', '4.83']",2024-01-31
Crystal Palace,Sheffield Utd,premier,3:2,"['1.62', '3.91', '5.98']",2024-01-30
Fulham,Everton,premier,0:0,"['2.24', '3.26', '3.45']",2024-01-30
Luton,Brighton,premier,4:0,"['4.23', '4.02', '1.79']",2024-01-30
Nottingham,Arsenal,premier,1:2,"['8.68', '5.01', '1.38']",2024-01-30
Aston Villa,Newcastle,premier,1:3,"['1.87', '4.00', '3.86']",2024-01-30
Brighton,Wolves,premier,0:0,"['1.66', '4.15', '4.99']",2024-01-22
Bournemouth,Liverpool,premier,0:4,"['4.39', '4.39', '1.69']",2024-01-21
Sheffield Utd,West Ham,premier,2:2,"['2.82', '3.33', '2.55']",2024-01-21
Arsenal,Crystal Palace,premier,5:0,"['1.26', '5.86', '12.17']",2024-01-20
Brentford,Nottingham,premier,3:2,"['1.77', '3.79', '4.66']",2024-01-20
Everton,Aston Villa,premier,0:0,"['2.55', '3.53', '2.71']",2024-01-14
Manchester Utd,Tottenham,premier,2:2,"['2.03', '3.95', '3.34']",2024-01-14
Chelsea,Fulham,premier,1:0,"['1.63', '4.15', '5.25']",2024-01-13
Newcastle,Manchester City,premier,2:3,"['4.89', '4.10', '1.68']",2024-01-13
Burnley,Luton,premier,1:1,"['2.13', '3.45', '3.49']",2024-01-12
West Ham,Brighton,premier,0:0,"['3.01', '3.63', '2.30']",2024-01-02
Liverpool,Newcastle,premier,4:2,"['1.38', '5.44', '7.52']",2024-01-01
Fulham,Arsenal,premier,2:1,"['5.90', '4.20', '1.57']",2023-12-31
Tottenham,Bournemouth,premier,3:1,"['1.75', '4.46', '3.98']",2023-12-31
Wolves,Everton,premier,3:0,"['2.87', '3.25', '2.58']",2023-12-30
Nottingham,Manchester Utd,premier,2:1,"['3.24', '3.62', '2.17']",2023-12-30
Manchester City,Sheffield Utd,premier,2:0,"['1.07', '12.71', '30.71']",2023-12-30
Luton,Chelsea,premier,2:3,"['5.46', '4.44', '1.57']",2023-12-30
Crystal Palace,Brentford,premier,3:1,"['2.11', '3.28', '3.77']",2023-12-30
Aston Villa,Burnley,premier,3:2,"['1.39', '5.13', '7.59']",2023-12-30
Arsenal,West Ham,premier,0:2,"['1.29', '5.94', '10.12']",2023-12-28
Brighton,Tottenham,premier,4:2,"['2.50', '3.81', '2.62']",2023-12-28
Everton,Manchester City,premier,1:3,"['5.65', '3.99', '1.62']",2023-12-27
Chelsea,Crystal Palace,premier,2:1,"['1.77', '3.74', '4.72']",2023-12-27
Brentford,Wolves,premier,1:4,"['2.22', '3.40', '3.37']",2023-12-27
Sheffield Utd,Luton,premier,2:3,"['2.46', '3.24', '3.05']",2023-12-26
Burnley,Liverpool,premier,0:2,"['7.68', '5.23', '1.38']",2023-12-26
Bournemouth,Fulham,premier,3:0,"['1.94', '3.83', '3.73']",2023-12-26
Newcastle,Nottingham,premier,1:3,"['1.40', '4.94', '7.65']",2023-12-26
Manchester Utd,Aston Villa,premier,3:2,"['2.34', '3.72', '2.88']",2023-12-26
Wolves,Chelsea,premier,2:1,"['3.26', '3.64', '2.15']",2023-12-24
Fulham,Burnley,premier,0:2,"['1.70', '3.84', '5.05']",2023-12-23
Liverpool,Arsenal,premier,1:1,"['2.44', '3.60', '2.78']",2023-12-23
Luton,Newcastle,premier,1:0,"['5.28', '4.14', '1.62']",2023-12-23
Nottingham,Bournemouth,premier,2:3,"['2.83', '3.43', '2.49']",2023-12-23
West Ham,Manchester Utd,premier,2:0,"['2.19', '3.74', '3.14']",2023-12-23
Tottenham,Everton,premier,2:1,"['1.71', '4.21', '4.50']",2023-12-23
Aston Villa,Sheffield Utd,premier,1:1,"['1.21', '7.10', '12.81']",2023-12-22
Crystal Palace,Brighton,premier,1:1,"['3.26', '3.31', '2.28']",2023-12-21
Arsenal,Brighton,premier,2:0,"['1.47', '4.75', '6.58']",2023-12-17
Brentford,Aston Villa,premier,1:2,"['3.19', '3.46', '2.27']",2023-12-17
Liverpool,Manchester Utd,premier,0:0,"['1.35', '5.78', '7.86']",2023-12-17
West Ham,Wolves,premier,3:0,"['1.96', '3.59', '3.99']",2023-12-17
Manchester City,Crystal Palace,premier,2:2,"['1.18', '7.38', '17.99']",2023-12-16
Newcastle,Fulham,premier,3:0,"['1.89', '3.76', '4.05']",2023-12-16
Chelsea,Sheffield Utd,premier,2:0,"['1.19', '7.59', '14.14']",2023-12-16
Burnley,Everton,premier,0:2,"['3.30', '3.47', '2.21']",2023-12-16
Nottingham,Tottenham,premier,0:2,"['5.02', '4.15', '1.67']",2023-12-15
Tottenham,Newcastle,premier,4:1,"['2.06', '3.87', '3.33']",2023-12-10
Fulham,West Ham,premier,5:0,"['2.20', '3.53', '3.24']",2023-12-10
Luton,Manchester City,premier,1:2,"['15.36', '7.42', '1.18']",2023-12-10
Everton,Chelsea,premier,2:0,"['2.52', '3.45', '2.77']",2023-12-10
Brighton,Burnley,premier,1:1,"['1.53', '4.46', '6.17']",2023-12-09
Crystal Palace,Liverpool,premier,1:2,"['6.61', '4.59', '1.49']",2023-12-09
Manchester Utd,Bournemouth,premier,0:3,"['1.66', '4.38', '4.73']",2023-12-09
Sheffield Utd,Brentford,premier,1:0,"['4.62', '3.85', '1.76']",2023-12-09
Wolves,Nottingham,premier,1:1,"['1.91', '3.34', '4.50']",2023-12-09
Aston Villa,Arsenal,premier,1:0,"['3.60', '3.70', '2.02']",2023-12-09
Everton,Newcastle,premier,3:0,"['3.14', '3.44', '2.31']",2023-12-07
Tottenham,West Ham,premier,1:2,"['1.69', '4.25', '4.76']",2023-12-07
Manchester Utd,Chelsea,premier,2:1,"['2.75', '3.59', '2.50']",2023-12-06
Sheffield Utd,Liverpool,premier,0:2,"['14.84', '7.91', '1.18']",2023-12-06
Crystal Palace,Bournemouth,premier,0:2,"['2.28', '3.40', '3.22']",2023-12-06
Fulham,Nottingham,premier,5:0,"['2.00', '3.44', '3.92']",2023-12-06
Brighton,Brentford,premier,2:1,"['1.76', '4.02', '4.41']",2023-12-06
Aston Villa,Manchester City,premier,1:0,"['5.12', '4.22', '1.64']",2023-12-06
Luton,Arsenal,premier,3:4,"['16.42', '7.04', '1.20']",2023-12-05
Wolves,Burnley,premier,1:0,"['1.92', '3.59', '4.10']",2023-12-05
Bournemouth,Aston Villa,premier,2:2,"['3.17', '3.92', '2.12']",2023-12-03
Chelsea,Brighton,premier,3:2,"['1.63', '4.32', '5.14']",2023-12-03
Liverpool,Fulham,premier,4:3,"['1.24', '6.78', '11.44']",2023-12-03
Manchester City,Tottenham,premier,3:3,"['1.25', '6.86', '10.50']",2023-12-03
West Ham,Crystal Palace,premier,1:1,"['1.94', '3.53', '4.11']",2023-12-03
Nottingham,Everton,premier,0:1,"['2.82', '3.15', '2.70']",2023-12-02
Arsenal,Wolves,premier,2:1,"['1.23', '6.32', '13.33']",2023-12-02
Brentford,Luton,premier,3:1,"['1.52', '4.37', '6.34']",2023-12-02
Burnley,Sheffield Utd,premier,5:0,"['1.74', '3.70', '5.04']",2023-12-02
Newcastle,Manchester Utd,premier,1:0,"['1.99', '3.74', '3.65']",2023-12-02
Fulham,Wolves,premier,3:2,"['2.40', '3.28', '3.11']",2023-11-27
Everton,Manchester Utd,premier,0:3,"['2.68', '3.41', '2.66']",2023-11-26
Tottenham,Aston Villa,premier,1:2,"['2.61', '3.74', '2.55']",2023-11-26
Nottingham,Brighton,premier,2:3,"['3.63', '3.59', '2.05']",2023-11-25
Newcastle,Chelsea,premier,4:1,"['2.66', '3.55', '2.59']",2023-11-25
Manchester City,Liverpool,premier,1:1,"['1.70', '4.30', '4.54']",2023-11-25
Luton,Crystal Palace,premier,2:1,"['3.97', '3.33', '2.03']",2023-11-25
Burnley,West Ham,premier,1:2,"['3.41', '3.43', '2.18']",2023-11-25
Brentford,Arsenal,premier,0:1,"['5.81', '4.04', '1.60']",2023-11-25
Sheffield Utd,Bournemouth,premier,1:3,"['3.39', '3.48', '2.18']",2023-11-25
Aston Villa,Fulham,premier,3:1,"['1.65', '4.08', '5.19']",2023-11-12
Brighton,Sheffield Utd,premier,1:1,"['1.27', '6.15', '11.03']",2023-11-12
Chelsea,Manchester City,premier,4:4,"['4.66', '3.88', '1.75']",2023-11-12
Liverpool,Brentford,premier,3:0,"['1.38', '5.37', '7.60']",2023-11-12
West Ham,Nottingham,premier,3:2,"['1.79', '3.76', '4.58']",2023-11-12
Bournemouth,Newcastle,premier,2:0,"['3.96', '3.67', '1.93']",2023-11-11
Crystal Palace,Everton,premier,2:3,"['2.61', '3.11', '2.94']",2023-11-11
Manchester Utd,Luton,premier,1:0,"['1.29', '5.94', '10.00']",2023-11-11
Wolves,Tottenham,premier,2:1,"['3.13', '3.51', '2.29']",2023-11-11
Arsenal,Burnley,premier,3:1,"['1.20', '7.01', '16.16']",2023-11-11
Tottenham,Chelsea,premier,1:4,"['2.31', '3.60', '3.03']",2023-11-06
Luton,Liverpool,premier,1:1,"['13.26', '7.63', '1.19']",2023-11-05
Nottingham,Aston Villa,premier,2:0,"['3.89', '3.74', '1.93']",2023-11-05
Brentford,West Ham,premier,3:2,"['2.14', '3.64', '3.33']",2023-11-04
Burnley,Crystal Palace,premier,0:2,"['3.36', '3.15', '2.34']",2023-11-04
Everton,Brighton,premier,1:1,"['2.82', '3.58', '2.45']",2023-11-04
Fulham,Manchester Utd,premier,0:1,"['2.98', '3.54', '2.36']",2023-11-04
Manchester City,Bournemouth,premier,6:1,"['1.09', '11.41', '25.72']",2023-11-04
Newcastle,Arsenal,premier,1:0,"['2.78', '3.20', '2.68']",2023-11-04
Sheffield Utd,Wolves,premier,2:1,"['4.08', '3.65', '1.91']",2023-11-04
Manchester Utd,Manchester City,premier,0:3,"['5.53', '4.22', '1.61']",2023-10-29
West Ham,Everton,premier,0:1,"['2.07', '3.66', '3.51']",2023-10-29
Liverpool,Nottingham,premier,3:0,"['1.23', '6.90', '11.88']",2023-10-29
Brighton,Fulham,premier,1:1,"['1.61', '4.27', '5.29']",2023-10-29
Aston Villa,Luton,premier,3:1,"['1.34', '5.66', '8.44']",2023-10-29
Arsenal,Sheffield Utd,premier,5:0,"['1.12', '9.60', '21.53']",2023-10-28
Bournemouth,Burnley,premier,2:1,"['2.17', '3.56', '3.34']",2023-10-28
Chelsea,Brentford,premier,0:2,"['1.65', '4.05', '5.39']",2023-10-28
Wolves,Newcastle,premier,2:2,"['4.20', '3.82', '1.85']",2023-10-28
Crystal Palace,Tottenham,premier,1:2,"['4.54', '3.79', '1.78']",2023-10-27
Tottenham,Fulham,premier,2:0,"['1.49', '4.70', '6.22']",2023-10-23
Aston Villa,West Ham,premier,4:1,"['1.80', '3.91', '4.31']",2023-10-22
Liverpool,Everton,premier,2:0,"['1.39', '5.38', '7.39']",2023-10-21
Sheffield Utd,Manchester Utd,premier,1:2,"['7.87', '5.51', '1.37']",2023-10-21
Nottingham,Luton,premier,2:2,"['1.73', '3.66', '5.20']",2023-10-21
Newcastle,Crystal Palace,premier,4:0,"['1.45', '4.44', '7.81']",2023-10-21
Manchester City,Brighton,premier,2:1,"['1.36', '5.69', '7.75']",2023-10-21
Brentford,Burnley,premier,3:0,"['1.75', '3.79', '4.87']",2023-10-21
Bournemouth,Wolves,premier,1:2,"['2.35', '3.41', '3.07']",2023-10-21
Chelsea,Arsenal,premier,2:2,"['3.29', '3.31', '2.30']",2023-10-21
Arsenal,Manchester City,premier,1:0,"['2.99', '3.28', '2.48']",2023-10-08
Brighton,Liverpool,premier,2:2,"['3.23', '4.15', '2.05']",2023-10-08
West Ham,Newcastle,premier,2:2,"['3.39', '3.65', '2.12']",2023-10-08
Wolves,Aston Villa,premier,1:1,"['3.60', '3.60', '2.06']",2023-10-08
Luton,Tottenham,premier,0:1,"['6.90', '5.02', '1.43']",2023-10-07
Manchester Utd,Brentford,premier,2:1,"['1.65', '4.19', '5.14']",2023-10-07
Burnley,Chelsea,premier,1:4,"['5.15', '3.99', '1.68']",2023-10-07
Crystal Palace,Nottingham,premier,0:0,"['2.29', '3.16', '3.46']",2023-10-07
Everton,Bournemouth,premier,3:0,"['1.91', '3.70', '4.01']",2023-10-07
Fulham,Sheffield Utd,premier,3:1,"['1.52', '4.36', '6.64']",2023-10-07
Luton,Burnley,premier,1:2,"['2.93', '3.16', '2.60']",2023-10-03
Fulham,Chelsea,premier,0:2,"['3.45', '3.42', '2.18']",2023-10-02
Nottingham,Brentford,premier,1:1,"['2.65', '3.18', '2.84']",2023-10-01
Aston Villa,Brighton,premier,6:1,"['2.49', '3.70', '2.69']",2023-09-30
Bournemouth,Arsenal,premier,0:4,"['6.02', '4.56', '1.52']",2023-09-30
Everton,Luton,premier,1:2,"['1.64', '3.85', '5.73']",2023-09-30
Manchester Utd,Crystal Palace,premier,0:1,"['1.56', '4.24', '6.06']",2023-09-30
Newcastle,Burnley,premier,2:0,"['1.38', '5.05', '8.38']",2023-09-30
Tottenham,Liverpool,premier,2:1,"['2.95', '3.90', '2.23']",2023-09-30
West Ham,Sheffield Utd,premier,2:0,"['1.44', '4.76', '7.39']",2023-09-30
Wolves,Manchester City,premier,2:1,"['8.29', '5.06', '1.39']",2023-09-30
Brighton,Bournemouth,premier,3:1,"['1.49', '4.86', '5.96']",2023-09-24
Sheffield Utd,Newcastle,premier,0:8,"['6.21', '4.32', '1.52']",2023-09-24
Arsenal,Tottenham,premier,2:2,"['1.63', '4.36', '4.99']",2023-09-24
Chelsea,Aston Villa,premier,0:1,"['1.85', '3.86', '4.07']",2023-09-24
Liverpool,West Ham,premier,3:1,"['1.36', '5.50', '7.77']",2023-09-24
Brentford,Everton,premier,1:3,"['1.92', '3.55', '4.14']",2023-09-23
Luton,Wolves,premier,1:1,"['3.16', '3.31', '2.35']",2023-09-23
Manchester City,Nottingham,premier,2:0,"['1.16', '8.02', '18.18']",2023-09-23
Burnley,Manchester Utd,premier,0:1,"['4.17', '3.87', '1.83']",2023-09-23
Crystal Palace,Fulham,premier,0:0,"['2.07', '3.31', '3.85']",2023-09-23
Nottingham,Burnley,premier,1:1,"['2.10', '3.43', '3.58']",2023-09-18
Bournemouth,Chelsea,premier,0:0,"['4.07', '3.86', '1.85']",2023-09-17
Everton,Arsenal,premier,0:1,"['5.72', '4.37', '1.55']",2023-09-17
Aston Villa,Crystal Palace,premier,3:1,"['1.93', '3.62', '4.00']",2023-09-16
Fulham,Luton,premier,1:0,"['1.66', '3.76', '5.67']",2023-09-16
Manchester Utd,Brighton,premier,1:3,"['1.99', '3.97', '3.42']",2023-09-16
Newcastle,Brentford,premier,1:0,"['1.63', '4.05', '5.40']",2023-09-16
Tottenham,Sheffield Utd,premier,2:1,"['1.28', '6.07', '9.74']",2023-09-16
West Ham,Manchester City,premier,1:3,"['5.63', '4.19', '1.59']",2023-09-16
Wolves,Liverpool,premier,1:3,"['4.72', '4.33', '1.67']",2023-09-16
Crystal Palace,Wolves,premier,3:2,"['1.92', '3.50', '4.26']",2023-09-03
Liverpool,Aston Villa,premier,3:0,"['1.59', '4.58', '5.01']",2023-09-03
Arsenal,Manchester Utd,premier,3:1,"['1.76', '4.11', '4.24']",2023-09-03
Brentford,Bournemouth,premier,2:2,"['1.72', '3.98', '4.72']",2023-09-02
Brighton,Newcastle,premier,3:1,"['2.54', '3.77', '2.58']",2023-09-02
Burnley,Tottenham,premier,2:5,"['3.61', '3.77', '1.98']",2023-09-02
Chelsea,Nottingham,premier,0:1,"['1.40', '4.78', '7.98']",2023-09-02
Manchester City,Fulham,premier,5:1,"['1.17', '7.73', '15.71']",2023-09-02
Sheffield Utd,Everton,premier,2:2,"['3.12', '3.35', '2.35']",2023-09-02
Luton,West Ham,premier,1:2,"['4.62', '3.97', '1.74']",2023-09-01
Burnley,Aston Villa,premier,1:3,"['3.21', '3.50', '2.22']",2023-08-27
Newcastle,Liverpool,premier,1:2,"['2.20', '3.81', '3.01']",2023-08-27
Sheffield Utd,Manchester City,premier,1:2,"['14.59', '6.96', '1.20']",2023-08-27
Everton,Wolves,premier,0:1,"['2.41', '3.33', '3.01']",2023-08-26
Manchester Utd,Nottingham,premier,3:2,"['1.35', '5.24', '8.24']",2023-08-26
Brighton,West Ham,premier,1:3,"['1.50', '4.72', '5.88']",2023-08-26
Bournemouth,Tottenham,premier,0:2,"['3.47', '3.84', '2.02']",2023-08-26
Arsenal,Fulham,premier,2:2,"['1.27', '5.94', '11.22']",2023-08-26
Brentford,Crystal Palace,premier,1:1,"['2.13', '3.32', '3.65']",2023-08-26
Chelsea,Luton,premier,3:0,"['1.25', '6.08', '11.99']",2023-08-25
Crystal Palace,Arsenal,premier,0:1,"['4.45', '3.56', '1.87']",2023-08-21
Aston Villa,Everton,premier,4:0,"['1.83', '3.81', '4.23']",2023-08-20
West Ham,Chelsea,premier,3:1,"['3.28', '3.60', '2.17']",2023-08-20
Fulham,Brentford,premier,0:3,"['2.80', '3.19', '2.69']",2023-08-19
Liverpool,Bournemouth,premier,3:1,"['1.20', '7.57', '12.54']",2023-08-19
Manchester City,Newcastle,premier,1:0,"['1.84', '3.76', '4.32']",2023-08-19
Tottenham,Manchester Utd,premier,2:0,"['3.00', '3.77', '2.24']",2023-08-19
Wolves,Brighton,premier,1:4,"['4.14', '4.03', '1.81']",2023-08-19
Nottingham,Sheffield Utd,premier,2:1,"['1.92', '3.43', '4.34']",2023-08-18
Manchester Utd,Wolves,premier,1:0,"['1.27', '6.00', '11.08']",2023-08-14
Chelsea,Liverpool,premier,1:1,"['3.03', '3.72', '2.25']",2023-08-13
Brentford,Tottenham,premier,2:2,"['2.60', '3.51', '2.67']",2023-08-13
Arsenal,Nottingham,premier,2:1,"['1.19', '7.40', '15.80']",2023-08-12
Bournemouth,West Ham,premier,1:1,"['2.69', '3.50', '2.59']",2023-08-12
Brighton,Luton,premier,4:1,"['1.28', '5.96', '10.80']",2023-08-12
Everton,Fulham,premier,0:1,"['2.32', '3.28', '3.25']",2023-08-12
Newcastle,Aston Villa,premier,5:1,"['1.65', '4.11', '5.16']",2023-08-12
Sheffield Utd,Crystal Palace,premier,0:1,"['3.74', '3.16', '2.18']",2023-08-12
Burnley,Manchester City,premier,0:3,"['9.33', '5.46', '1.32']",2023-08-11
Leicester,West Ham,premier,2:1,"['2.09', '3.92', '3.18']",2023-05-28
Everton,Bournemouth,premier,1:0,"['1.62', '4.14', '5.36']",2023-05-28
Manchester Utd,Fulham,premier,2:1,"['1.48', '4.88', '6.06']",2023-05-28
Southampton,Liverpool,premier,4:4,"['5.73', '4.80', '1.51']",2023-05-28
Leeds,Tottenham,premier,1:4,"['2.80', '3.87', '2.32']",2023-05-28
Brentford,Manchester City,premier,1:0,"['3.43', '3.58', '2.10']",2023-05-28
Crystal Palace,Nottingham,premier,1:1,"['1.61', '4.09', '5.52']",2023-05-28
Chelsea,Newcastle,premier,1:1,"['2.85', '3.69', '2.35']",2023-05-28
Arsenal,Wolves,premier,5:0,"['1.28', '6.21', '9.29']",2023-05-28
Aston Villa,Brighton,premier,2:1,"['1.88', '4.03', '3.75']",2023-05-28
Manchester Utd,Chelsea,premier,4:1,"['1.57', '4.47', '5.51']",2023-05-25
Brighton,Manchester City,premier,1:1,"['3.92', '4.11', '1.83']",2023-05-24
Newcastle,Leicester,premier,0:0,"['1.32', '5.76', '8.67']",2023-05-22
Brighton,Southampton,premier,3:1,"['1.21', '7.28', '12.31']",2023-05-21
Manchester City,Chelsea,premier,1:0,"['1.57', '4.15', '5.99']",2023-05-21
West Ham,Leeds,premier,3:1,"['2.56', '3.49', '2.72']",2023-05-21
Wolves,Everton,premier,1:1,"['3.08', '3.48', '2.31']",2023-05-20
Tottenham,Brentford,premier,1:3,"['1.92', '3.77', '3.88']",2023-05-20
Nottingham,Arsenal,premier,1:0,"['5.30', '4.20', '1.62']",2023-05-20
Liverpool,Aston Villa,premier,1:1,"['1.49', '4.81', '6.05']",2023-05-20
Fulham,Crystal Palace,premier,2:2,"['2.31', '3.23', '3.33']",2023-05-20
Bournemouth,Manchester Utd,premier,0:1,"['7.33', '5.28', '1.39']",2023-05-20
Newcastle,Brighton,premier,4:1,"['1.81', '4.09', '4.05']",2023-05-18
Leicester,Liverpool,premier,0:3,"['4.66', '4.23', '1.68']",2023-05-15
Arsenal,Brighton,premier,0:3,"['1.71', '4.31', '4.41']",2023-05-14
Brentford,West Ham,premier,2:0,"['1.84', '3.61', '4.47']",2023-05-14
Everton,Manchester City,premier,0:3,"['8.41', '5.38', '1.35']",2023-05-14
Southampton,Fulham,premier,0:2,"['2.76', '3.46', '2.54']",2023-05-13
Manchester Utd,Wolves,premier,2:0,"['1.38', '5.29', '7.75']",2023-05-13
Leeds,Newcastle,premier,2:2,"['5.04', '4.43', '1.62']",2023-05-13
Crystal Palace,Bournemouth,premier,2:0,"['1.77', '3.73', '4.75']",2023-05-13
Aston Villa,Tottenham,premier,2:1,"['2.32', '3.66', '2.93']",2023-05-13
Chelsea,Nottingham,premier,2:2,"['1.58', '4.27', '5.68']",2023-05-13
Brighton,Everton,premier,1:5,"['1.36', '5.57', '7.82']",2023-05-08
Fulham,Leicester,premier,5:3,"['2.66', '3.34', '2.71']",2023-05-08
Nottingham,Southampton,premier,4:3,"['1.99', '3.50', '3.89']",2023-05-08
Newcastle,Arsenal,premier,0:2,"['2.38', '3.78', '2.80']",2023-05-07
West Ham,Manchester Utd,premier,1:0,"['3.68', '3.64', '2.01']",2023-05-07
Manchester City,Leeds,premier,2:1,"['1.15', '8.84', '16.40']",2023-05-06
Tottenham,Crystal Palace,premier,1:0,"['1.82', '3.85', '4.27']",2023-05-06
Wolves,Aston Villa,premier,1:0,"['3.09', '3.33', '2.39']",2023-05-06
Liverpool,Brentford,premier,1:0,"['1.42', '5.20', '6.92']",2023-05-06
Bournemouth,Chelsea,premier,1:3,"['3.53', '3.63', '2.07']",2023-05-06
